V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
-0.560475647,-0.995798725,-0.511603722,-0.150307478,0.196549777,-0.494173879,-0.699228106,-1.618036703,0.511000395,1.931575941,-0.560475647,-0.995798725,-0.511603722,-0.150307478,0.196549777,-0.494173879,-0.699228106,-1.618036703,0.511000395,1.931575941
-0.230177489,-1.039955044,0.236937879,-0.327757133,0.650113189,1.127593466,0.99645153,0.379181152,1.807992778,-0.616474652,-0.230177489,-1.039955044,0.236937879,-0.327757133,0.650113189,1.127593466,0.99645153,0.379181152,1.807992778,-0.616474652
1.558708314,-0.017980241,-0.541589172,-1.44816529,0.671004188,-1.146949549,-0.692745354,1.902250481,-1.70261496,-0.562567479,1.558708314,-0.017980241,-0.541589172,-1.44816529,0.671004188,-1.146949549,-0.692745354,1.902250481,-1.70261496,-0.562567479
0.070508391,-0.132175133,1.219227647,-0.697284585,-1.284157765,1.481018597,-0.103483047,0.601874267,0.287448759,-0.989963125,0.070508391,-0.132175133,1.219227647,-0.697284585,-1.284157765,1.481018597,-0.103483047,0.601874267,0.287448759,-0.989963125
0.129287735,-2.549342775,0.174135875,2.598490232,-2.026109583,0.916191212,0.603866064,1.7323497,-0.269114155,2.731227596,0.129287735,-2.549342775,0.174135875,2.598490232,-2.026109583,0.916191212,0.603866064,1.7323497,-0.269114155,2.731227596
1.715064987,1.040573456,-0.615268316,-0.037415014,2.205326064,0.335131017,-0.608044983,-0.146869553,-0.379524721,-0.721666217,1.715064987,1.040573456,-0.615268316,-0.037415014,2.205326064,0.335131017,-0.608044983,-0.146869553,-0.379524721,-0.721666217
0.460916206,0.249725736,-1.806892964,0.91349189,0.23138993,0.574675328,0.084866121,-0.272868241,-0.694381544,1.333504921,0.460916206,0.249725736,-1.806892964,0.91349189,0.23138993,0.574675328,0.084866121,-0.272868241,-0.694381544,1.333504921
-1.265061235,2.416207373,-0.643681106,-0.184526498,0.37564226,0.203619662,1.577990199,1.147489612,-0.193542724,-1.220008057,-1.265061235,2.416207373,-0.643681106,-0.184526498,0.37564226,0.203619662,1.577990199,1.147489612,-0.193542724,-1.220008057
-0.686852852,0.685198238,2.046018852,0.609824296,-1.192968518,-0.447041192,-0.463653744,0.50539967,0.936893992,1.401776296,-0.686852852,0.685198238,2.046018852,0.609824296,-1.192968518,-0.447041192,-0.463653744,0.50539967,0.936893992,1.401776296
-0.44566197,-0.446959309,-0.560762421,-0.052726809,1.132549842,-0.343525928,-1.158527006,0.801037475,-0.8220711,0.332223377,-0.44566197,-0.446959309,-0.560762421,-0.052726809,1.132549842,-0.343525928,-1.158527006,0.801037475,-0.8220711,0.332223377
1.224081797,2.797391147,-0.835999306,1.363921956,1.839476795,-0.603835796,0.723685641,-0.135261292,-0.310246581,-0.818473974,1.224081797,2.797391147,-0.835999306,1.363921956,1.839476795,-0.603835796,0.723685641,-0.135261292,-0.310246581,-0.818473974
0.359813827,2.832226024,0.652947503,-0.503633417,1.527870105,1.238672518,-0.784540661,-0.047630325,0.421160321,0.307817189,0.359813827,2.832226024,0.652947503,-0.503633417,1.527870105,1.238672518,-0.784540661,-0.047630325,0.421160321,0.307817189
0.400771451,-1.218711816,0.441293125,-1.709060169,-2.023627023,0.599492053,-0.268400026,0.25010268,0.452656407,1.133650634,0.400771451,-1.218711816,0.441293125,-1.709060169,-2.023627023,0.599492053,-0.268400026,0.25010268,0.452656407,1.133650634
0.110682716,0.469031956,0.751629057,0.898549683,-1.040507999,-0.108733758,0.507799266,0.043554365,1.748381565,0.932778906,0.110682716,0.469031956,0.751629057,0.898549683,-1.040507999,-0.108733758,0.507799266,0.043554365,1.748381565,0.932778906
-0.555841135,-0.211246919,-0.277975085,-0.237734026,0.097791602,-1.138856965,0.461331004,0.791445649,-0.300061536,0.22410131,-0.555841135,-0.211246919,-0.277975085,-0.237734026,0.097791602,-1.138856965,0.461331004,0.791445649,-0.300061536,0.22410131
1.786913137,0.187051147,1.122654216,1.463407581,0.696840799,0.319855339,1.179449586,-0.367948182,-0.176532718,-0.41781,1.786913137,0.187051147,1.122654216,1.463407581,0.696840799,0.319855339,1.179449586,-0.367948182,-0.176532718,-0.41781
0.497850478,0.227542729,-1.17260886,0.124378266,-0.543888517,-1.006548134,-0.679396333,-0.920185437,-1.782023773,-1.650331336,0.497850478,0.227542729,-1.17260886,0.124378266,-0.543888517,-1.006548134,-0.679396333,-0.920185437,-1.782023773,-1.650331336
-1.966617157,-1.261900463,-0.048876768,1.453740844,-0.858549302,-0.851612043,-0.31861157,1.479585537,1.312015475,-0.979387906,-1.966617157,-1.261900463,-0.048876768,1.453740844,-0.858549302,-0.851612043,-0.31861157,1.479585537,1.312015475,-0.979387906
0.701355902,0.28558958,-0.704140337,0.35022696,0.229785936,2.038786045,-0.658019294,-0.737856205,0.730840343,-1.107825375,0.701355902,0.28558958,-0.704140337,0.35022696,0.229785936,2.038786045,-0.658019294,-0.737856205,0.730840343,-1.107825375
-0.472791408,1.749247363,0.680758638,-0.34902548,-0.942643152,-1.395982224,-0.16261598,0.288344273,0.992333739,0.610910499,-0.472791408,1.749247363,0.680758638,-0.34902548,-0.942643152,-1.395982224,-0.16261598,0.288344273,0.992333739,0.610910499
-1.067823706,-0.164090004,0.130006761,0.725598608,2.043504302,-0.882994997,1.98934912,-1.86080985,-0.999500054,-0.427799008,-1.067823706,-0.164090004,0.130006761,0.725598608,2.043504302,-0.882994997,1.98934912,-1.86080985,-0.999500054,-0.427799008
-0.217974915,-0.162926711,1.109708082,-0.45923843,-1.8254954,-0.58080613,-0.061051941,-0.643701924,1.523707891,0.493082448,-0.217974915,-0.162926711,1.109708082,-0.45923843,-1.8254954,-0.58080613,-0.061051941,-0.643701924,1.523707891,0.493082448
-1.026004448,1.398572006,2.058500869,1.684759231,0.508792207,-0.595755687,-0.027809984,2.421380114,-0.693509177,0.770204909,-1.026004448,1.398572006,2.058500869,1.684759231,0.508792207,-0.595755687,-0.027809984,2.421380114,-0.693509177,0.770204909
-0.728891229,0.898396241,0.140655532,0.146584017,-1.996327207,-1.125525382,0.511525893,0.091472416,1.508263411,0.885916485,-0.728891229,0.898396241,0.140655532,0.146584017,-1.996327207,-1.125525382,0.511525893,0.091472416,1.508263411,0.885916485
-0.625039268,-1.648494818,-0.534616652,-2.029857093,-0.494322917,-0.187725489,-1.216753383,0.816441113,-0.039081734,1.837701513,-0.625039268,-1.648494818,-0.534616652,-2.029857093,-0.494322917,-0.187725489,-1.216753383,0.816441113,-0.039081734,1.837701513
-1.686693311,0.228556973,-0.823516727,-0.47217008,1.484337284,-1.038042043,0.953601027,0.543143182,0.577906574,-0.402359266,-1.686693311,0.228556973,-0.823516727,-0.47217008,1.484337284,-1.038042043,0.953601027,0.543143182,0.577906574,-0.402359266
0.837787044,1.653547235,-0.263033982,-1.632371927,1.121768574,1.342460547,-0.058364045,-1.419707181,0.147944853,-0.319757284,0.837787044,1.653547235,-0.263033982,-1.632371927,1.121768574,1.342460547,-0.058364045,-1.419707181,0.147944853,-0.319757284
0.153373118,1.41527635,-0.069601836,-2.178355306,-1.399860648,0.123512925,-0.704946172,0.859360465,-0.842474253,-0.688717207,0.153373118,1.41527635,-0.069601836,-2.178355306,-1.399860648,0.123512925,-0.704946172,0.859360465,-0.842474253,-0.688717207
-1.138136937,0.419951604,1.991801915,0.059208651,-1.476098036,0.85814779,0.374315822,-1.021692066,-0.160803585,1.32108027,-1.138136937,0.419951604,1.991801915,0.059208651,-1.476098036,0.85814779,0.374315822,-1.021692066,-0.160803585,1.32108027
1.253814921,0.721220807,-1.129109543,0.647860637,0.05810584,-1.405427923,-0.183167317,0.712890392,-0.529824792,-0.42382851,1.253814921,0.721220807,-1.129109543,0.647860637,0.05810584,-1.405427923,-0.183167317,0.712890392,-0.529824792,-0.42382851
0.426464221,-1.196935212,-1.093217437,-0.761426889,-0.952976639,-0.014457097,-0.15161477,-1.20561425,-1.020782964,-0.056743936,0.426464221,-1.196935212,-1.093217437,-0.761426889,-0.952976639,-0.014457097,-0.15161477,-1.20561425,-1.020782964,-0.056743936
-0.295071483,0.300131567,-0.40796669,-1.328842326,0.405770115,0.545575681,-0.114874639,-0.031559204,-0.141966124,-0.605719207,-0.295071483,0.300131567,-0.40796669,-1.328842326,0.405770115,0.545575681,-0.114874639,-0.031559204,-0.141966124,-0.605719207
0.895125661,-0.954448935,0.587559463,-0.602030747,-0.983938484,0.098112089,1.547205214,0.530265025,-0.887172892,-0.256515519,0.895125661,-0.954448935,0.587559463,-0.602030747,-0.983938484,0.098112089,1.547205214,0.530265025,-0.887172892,-0.256515519
0.878133488,-0.458018068,0.82111186,-1.550525272,-1.610123016,0.017596629,-0.552909865,-0.326084831,-0.018789446,0.301264289,0.878133488,-0.458018068,0.82111186,-1.550525272,-1.610123016,0.017596629,-0.552909865,-0.326084831,-0.018789446,0.301264289
0.821581082,0.935603684,-0.907934699,0.703001795,-0.430168768,-1.03428012,0.954259677,-0.144725349,0.183730179,-0.938623287,0.821581082,0.935603684,-0.907934699,0.703001795,-0.430168768,-1.03428012,0.954259677,-0.144725349,0.183730179,-0.938623287
0.688640254,-1.136893112,0.127038606,0.574503005,-1.224210633,-0.62871713,0.164420107,0.572953053,0.717668906,0.942810451,0.688640254,-1.136893112,0.127038606,0.574503005,-1.224210633,-0.62871713,0.164420107,0.572953053,0.717668906,0.942810451
0.553917654,0.266918251,-0.042892978,-1.59529151,1.086641967,-0.404901407,-0.277725411,0.720223826,-0.849989232,-1.172160649,0.553917654,0.266918251,-0.042892978,-1.59529151,1.086641967,-0.404901407,-0.277725411,0.720223826,-0.849989232,-1.172160649
-0.061911711,0.428332039,1.19520647,-0.624068862,-0.33480558,-0.802371216,-0.644419619,1.517888125,0.674089942,0.851867379,-0.061911711,0.428332039,1.19520647,-0.624068862,-0.33480558,-0.802371216,-0.644419619,1.517888125,0.674089942,0.851867379
-0.305962664,0.05491197,1.089192237,1.047216055,-0.037840704,0.763807156,-0.36710601,2.824718764,0.004654314,-0.682883965,-0.305962664,0.05491197,1.089192237,1.047216055,-0.037840704,0.763807156,-0.36710601,2.824718764,0.004654314,-0.682883965
-0.380471001,1.822188822,-0.312280694,-0.168059235,1.38059133,1.759612936,-0.275913324,-0.11273843,-0.360151776,-0.909865161,-0.380471001,1.822188822,-0.312280694,-0.168059235,1.38059133,1.759612936,-0.275913324,-0.11273843,-0.360151776,-0.909865161
-0.694706979,-1.022347329,0.045993767,0.009515892,1.857821242,1.315180082,1.090621504,1.32946118,1.117841896,1.155199009,-0.694706979,-1.022347329,0.045993767,0.009515892,1.857821242,1.315180082,1.090621504,1.32946118,1.117841896,1.155199009
-0.207917278,0.606130261,0.652722613,0.417240224,-0.052950218,0.422840229,-0.781372921,0.692659115,0.247223611,-0.01274124,-0.207917278,0.606130261,0.652722613,0.417240224,-0.052950218,0.422840229,-0.781372921,0.692659115,0.247223611,-0.01274124
-1.265396352,-0.088930567,-1.653492637,0.626834197,0.333336201,-0.11830769,1.643323734,0.06994386,-0.788550547,0.214527565,-1.265396352,-0.088930567,-1.653492637,0.626834197,0.333336201,-0.11830769,1.643323734,0.06994386,-0.788550547,0.214527565
2.168955965,-0.260832244,-0.310270965,1.206243139,1.309097682,0.576005728,-0.170785226,-0.052837844,-1.267879228,1.414120609,2.168955965,-0.260832244,-0.310270965,1.206243139,1.309097682,0.576005728,-0.170785226,-0.052837844,-1.267879228,1.414120609
1.207961998,0.464091234,0.574872884,0.772565369,-0.174462245,-0.788614207,-0.65364191,-0.99660159,0.341368107,0.772212683,1.207961998,0.464091234,0.574872884,0.772565369,-0.174462245,-0.788614207,-0.65364191,-0.99660159,0.341368107,0.772212683
-1.123108583,-1.020400591,-0.523232154,-1.377567064,-1.043625865,0.264917112,-0.707909531,0.991033942,-0.758012201,-0.081848095,-1.123108583,-1.020400591,-0.523232154,-1.377567064,-1.043625865,0.264917112,-0.707909531,0.991033942,-0.758012201,-0.081848095
-0.402884835,-1.313450917,-0.059918201,-0.362426925,0.994200366,0.166466198,0.188105486,1.037041356,1.808070112,-0.950814613,-0.402884835,-1.313450917,-0.059918201,-0.362426925,0.994200366,0.166466198,0.188105486,1.037041356,1.808070112,-0.950814613
-0.466655354,-0.494480875,-0.021007535,0.302298496,-1.52463454,-2.345023214,1.748034797,-0.501953588,0.544792717,0.264128902,-0.466655354,-0.494480875,-0.021007535,0.302298496,-1.52463454,-2.345023214,1.748034797,-0.501953588,0.544792717,0.264128902
0.779965118,1.75175715,-0.723653214,-0.109079876,-0.245253129,1.89663702,-0.224260839,-1.201251222,-2.73667446,-0.374781459,0.779965118,1.75175715,-0.723653214,-0.109079876,-0.245253129,1.89663702,-0.224260839,-1.201251222,-2.73667446,-0.374781459
-0.083369066,0.055764775,-0.994479836,-2.179165281,-0.402155078,-1.331561435,-0.095715548,0.030288352,-1.022549678,0.830167607,-0.083369066,0.055764775,-0.994479836,-2.179165281,-0.402155078,-1.331561435,-0.095715548,0.030288352,-1.022549678,0.830167607
0.253318514,0.331434398,-0.199867235,-0.758114725,-0.522744336,-2.62587764,0.205072405,1.117063379,-1.245784682,-1.123703013,0.253318514,0.331434398,-0.199867235,-0.758114725,-0.522744336,-2.62587764,0.205072405,1.117063379,-1.245784682,-1.123703013
-0.028546755,-0.189846638,-0.347027823,1.014551151,-2.753608754,-0.000342472,0.063411698,1.74067851,-1.016641915,-0.687796343,-0.028546755,-0.189846638,-0.347027823,1.014551151,-2.753608754,-0.000342472,0.063411698,1.74067851,-1.016641915,-0.687796343
-0.042870457,0.470492732,0.834095066,0.158047162,-0.586900242,0.107412295,-0.741664431,-0.556531541,-1.648039475,2.855632196,-0.042870457,0.470492732,0.834095066,0.158047162,-0.586900242,0.107412295,-0.741664431,-0.556531541,-1.648039475,2.855632196
1.368602284,-0.951679543,1.529882212,-1.472560438,1.266312931,-0.008005431,0.988291199,-0.12018183,0.521126785,1.337880814,1.368602284,-0.951679543,1.529882212,-1.472560438,1.266312931,-0.008005431,0.988291199,-0.12018183,0.521126785,1.337880814
-0.225770986,1.157910467,-0.011922379,0.215926206,-0.468870655,0.140564614,-1.230524233,1.71323258,0.37694753,-1.066092646,-0.225770986,1.157910467,-0.011922379,0.215926206,-0.468870655,0.140564614,-1.230524233,1.71323258,0.37694753,-1.066092646
1.516470604,0.58470526,0.398671992,-0.158707473,-0.619043185,-1.184927338,-0.980080362,-0.402961247,0.425304011,-0.508651476,1.516470604,0.58470526,0.398671992,-0.158707473,-0.619043185,-1.184927338,-0.980080362,-0.402961247,0.425304011,-0.508651476
-1.548752804,-0.806452823,-0.070415314,0.671853873,-0.666139483,0.592497104,-0.415431333,-1.010278037,1.123422043,-0.111310059,-1.548752804,-0.806452823,-0.070415314,0.671853873,-0.666139483,0.592497104,-0.415431333,-1.010278037,1.123422043,-0.111310059
0.58461375,0.054553246,0.601359844,2.106558602,-0.874739294,1.380687581,-0.27844094,0.348797683,-0.035351976,-0.747390555,0.58461375,0.054553246,0.601359844,2.106558602,-0.874739294,1.380687581,-0.27844094,0.348797683,-0.035351976,-0.747390555
0.123854244,0.716331619,0.218495462,-1.515900131,0.146021704,-0.838728584,1.054099348,2.377727817,1.438506423,0.879551969,0.123854244,0.716331619,0.218495462,-1.515900131,0.146021704,-0.838728584,1.054099348,2.377727817,1.438506423,0.879551969
0.215941569,0.557730982,0.236595502,-0.505063522,0.592780708,0.305874236,-0.623058952,-0.75216331,-1.127961605,0.249805641,0.215941569,0.557730982,0.236595502,-0.505063522,0.592780708,0.305874236,-0.623058952,-0.75216331,-1.127961605,0.249805641
0.379639483,1.481934016,1.112915128,-0.13876294,1.44870575,-0.270900318,-0.178191822,-0.473085651,-0.68540753,1.588803224,0.379639483,1.481934016,1.112915128,-0.13876294,1.44870575,-0.270900318,-0.178191822,-0.473085651,-0.68540753,1.588803224
-0.502323453,-0.612987755,-0.987421149,-2.136205,-1.566091289,-0.060785905,-0.332385705,-0.103887511,-0.777926523,-0.108035938,-0.502323453,-0.612987755,-0.987421149,-2.136205,-1.566091289,-0.060785905,-0.332385705,-0.103887511,-0.777926523,-0.108035938
-0.333207384,1.116136615,1.447864013,-0.031219996,0.395353331,0.975708455,1.603883831,0.059077996,-0.377894617,0.891097377,-0.333207384,1.116136615,1.447864013,-0.031219996,0.395353331,0.975708455,1.603883831,0.059077996,-0.377894617,0.891097377
-1.018575383,1.03654801,0.349112412,-0.593169038,-0.15323396,0.277768209,1.448821461,-0.388849859,-0.903917623,0.343356829,-1.018575383,1.03654801,0.349112412,-0.593169038,-0.15323396,0.277768209,1.448821461,-0.388849859,-0.903917623,0.343356829
-1.071791226,-0.162483132,0.180822011,2.235602769,0.285286019,1.931841066,-1.05839965,0.478360105,0.643147752,-1.414367679,-1.071791226,-0.162483132,0.180822011,2.235602769,0.285286019,1.931841066,-1.05839965,0.478360105,0.643147752,-1.414367679
0.303528641,-0.975926693,-0.560241851,-2.917976214,-1.031717268,-0.332290606,0.436514338,-0.65608981,-0.128108776,-1.399904393,0.303528641,-0.975926693,-0.560241851,-2.917976214,-1.031717268,-0.332290606,0.436514338,-0.65608981,-0.128108776,-1.399904393
0.448209779,-1.089145191,-0.163877592,1.488221168,0.045511418,1.481943293,-1.297201474,-0.134651472,1.110946939,0.08003461,0.448209779,-1.089145191,-0.163877592,1.488221168,0.045511418,1.481943293,-1.297201474,-0.134651472,1.110946939,0.08003461
0.053004227,0.457786958,0.373684804,1.008024668,-1.153613787,-0.455655564,-0.82907343,0.675957696,-1.526040626,-1.773024146,0.053004227,0.457786958,0.373684804,1.008024668,-1.153613787,-0.455655564,-0.82907343,0.675957696,-1.526040626,-1.773024146
0.922267468,-0.071126734,-2.063714257,0.73509163,0.659703276,-0.231322402,-0.581611242,0.131910037,-1.531390868,-0.932775933,0.922267468,-0.071126734,-2.063714257,0.73509163,0.659703276,-0.231322402,-0.581611242,0.131910037,-1.531390868,-0.932775933
2.050084686,1.779102667,-0.601521949,0.146811993,-0.946189817,-0.327117627,-0.847301809,0.689808756,-0.679166864,0.678924943,2.050084686,1.779102667,-0.601521949,0.146811993,-0.946189817,-0.327117627,-0.847301809,0.689808756,-0.679166864,0.678924943
-0.491031166,0.53513796,0.585991612,-0.710800295,0.063547279,0.28790203,0.228593292,-1.390644094,-0.873373139,0.687114384,-0.491031166,0.53513796,0.585991612,-0.710800295,0.063547279,0.28790203,0.228593292,-1.390644094,-0.873373139,0.687114384
-2.309168876,-0.371944875,-0.294481786,1.105631401,-2.127232677,0.466534227,-0.313185666,-0.830233284,-1.520984226,-0.457770578,-2.309168876,-0.371944875,-0.294481786,1.105631401,-2.127232677,0.466534227,-0.313185666,-0.830233284,-1.520984226,-0.457770578
1.005738524,-1.025542248,-0.800527545,-0.885747065,0.326966861,0.145161087,0.306202128,-0.154801931,0.392481087,0.050773163,1.005738524,-1.025542248,-0.800527545,-0.885747065,0.326966861,0.145161087,0.306202128,-0.154801931,0.392481087,0.050773163
-0.709200763,-0.582401675,-0.635694531,0.694761818,1.107722898,0.599325334,1.229637557,-1.574462666,0.669879082,-1.172707066,-0.709200763,-0.582401675,-0.635694531,0.694761818,1.107722898,0.599325334,1.229637557,-1.574462666,0.669879082,-1.172707066
-0.688008616,0.342888393,0.235749032,0.402639185,0.766162877,-0.781932342,1.171102925,0.190549122,1.318415045,-0.107219808,-0.688008616,0.342888393,0.235749032,0.402639185,0.766162877,-0.781932342,1.171102925,0.190549122,1.318415045,-0.107219808
1.02557137,-0.450934647,-1.634832385,1.076238196,1.053672982,-0.238878516,-2.071288645,0.921528665,0.512022708,0.899814675,1.02557137,-0.450934647,-1.634832385,1.076238196,1.053672982,-0.238878516,-2.071288645,0.921528665,0.512022708,0.899814675
-0.284773007,0.51423012,0.871229241,-0.596546431,-1.355942798,0.652135347,-0.25441171,-0.131259522,0.431390969,1.268479078,-0.284773007,0.51423012,0.871229241,-0.596546431,-1.355942798,0.652135347,-0.25441171,-0.131259522,0.431390969,1.268479078
-1.220717712,-0.334338052,-2.168934674,-0.580987628,-0.169301387,1.038078571,0.47639654,-1.640396577,1.304155235,-1.259893861,-1.220717712,-0.334338052,-2.168934674,-0.580987628,-0.169301387,1.038078571,0.47639654,-1.640396577,1.304155235,-1.259893861
0.18130348,-0.105559909,-0.503339522,0.302076564,-0.069700988,0.338341103,1.164835912,-0.247917301,-0.389135891,-0.354116014,0.18130348,-0.105559909,-0.503339522,0.302076564,-0.069700988,0.338341103,1.164835912,-0.247917301,-0.389135891,-0.354116014
-0.138891362,-0.730509673,-0.787182479,0.305685156,0.720195649,0.709389826,-0.570515444,-1.300091608,0.127641274,-0.149213947,-0.138891362,-0.730509673,-0.787182479,0.305685156,0.720195649,0.709389826,-0.570515444,-1.300091608,0.127641274,-0.149213947
0.005764186,1.905043585,-1.24860021,1.373998354,-0.167781877,0.840061158,0.127827929,-0.265335757,0.289348446,0.158081631,0.005764186,1.905043585,-1.24860021,1.373998354,-0.167781877,0.840061158,0.127827929,-0.265335757,0.289348446,0.158081631
0.385280401,0.332621731,-1.07790734,0.485399428,-0.203278916,0.609308995,1.63205863,-1.40079203,2.372742632,-1.263997147,0.385280401,0.332621731,-1.07790734,0.485399428,-0.203278916,0.609308995,1.63205863,-1.40079203,2.372742632,-1.263997147
-0.370660032,0.23063364,0.250077354,0.144840039,1.67812825,-0.223717667,0.19899387,-2.042703085,0.430066354,0.161404045,-0.370660032,0.23063364,0.250077354,0.144840039,1.67812825,-0.223717667,0.19899387,-2.042703085,0.430066354,0.161404045
0.644376549,-1.691862415,-0.119774031,0.842619844,1.090935128,-0.164343918,1.875903068,0.851778688,-0.785487678,0.514728687,0.644376549,-1.691862415,-0.119774031,0.842619844,1.090935128,-0.164343918,1.875903068,0.851778688,-0.785487678,0.514728687
-0.220486562,0.6597919,-0.300852632,-0.543607816,-1.75644463,0.621993832,-2.216755135,0.259731151,0.467127984,1.597460077,-0.220486562,0.6597919,-0.300852632,-0.543607816,-1.75644463,0.621993832,-2.216755135,0.259731151,0.467127984,1.597460077
